Establishment_ID,Region,Size_Category,Screener_Employees,ISIC_Rev4_Code,ISIC_Division,Manufacturing_Subsector,Year_Started,Manager_Experience_Years,Survey_Weight_Median,Annual_Sales_2024_UGX,Annual_Sales_2022_UGX,Capacity_Utilization_Pct,Permanent_FT_Employees_2024,Permanent_FT_Employees_2022,Labor_Cost_2024_UGX,Raw_Materials_Cost_2024_UGX,Machinery_Replacement_Value_UGX,Direct_Exports_Pct,Monitors_Performance_Indicators,Introduced_New_Product_Service,Introduced_Improved_Process,Working_Capital_Internal_Pct,Working_Capital_Bank_Pct,Working_Capital_Supplier_Credit_Pct,Purchased_Fixed_Assets,Equipment_Investment_Raw_UGX,Has_Financial_Institution_Loan,Applied_For_Loan_2024,Experienced_Power_Outages,Power_Outages_Per_Month_Raw,Electricity_Obstacle,Access_to_Finance_Obstacle,Workforce_Skills_Obstacle,Informal_Competition_Obstacle,Biggest_Obstacle,Figures_Response_Quality,Establishment_Age_Years,Equipment_Investment_UGX,Power_Outages_Per_Month,Direct_Exporter,Sales_Growth_2022_2024_Pct,Sales_CAGR_2022_2024_Pct,Employment_Growth_2022_2024_Pct,Sales_per_Employee_UGX,Labor_Cost_Pct_of_Sales,Raw_Materials_Cost_Pct_of_Sales,Machinery_Value_per_Employee_UGX,Equipment_Investment_Pct_of_Sales,Sales_Outlier_Flag,Firm_Age_Band,Performance_Group
1614377,Eastern,Small,18,1061,10,Manufacture of food products,2010,15,7.895,100000000,70000000,90.0,6,6,24000000,31000000,120000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,20.0,0.0,No,\N,Yes,Yes,No,\N,Major obstacle,Very severe obstacle,Major obstacle,Major obstacle,Corruption,Are taken directly from establishment records,14,0,0,No,42.9,19.5,0.0,16666667,24.0,31.0,20000000,0.0,Normal,10-19 years,Middle
1614381,Western,Medium,5,2511,25,Manufacture of fabricated metal products,2017,10,2.620,40000000,10000000,4.0,5,2,5000000,20000000,8000000,0.0,Not asked (survey skip: screener employment <20),No,No,40.0,0.0,10.0,Yes,1500000,No,No,Yes,4.0,Major obstacle,Major obstacle,Minor obstacle,Minor obstacle,Electricity,Are estimates computed with some precision,7,1500000,4,No,300.0,100.0,150.0,8000000,12.5,50.0,1600000,3.8,Normal,<10 years,High Growth
1614384,Western,Medium,5,3100,31,Manufacture of furniture,2018,10,2.620,13000000,\N,56.0,5,3,7200000,\N,500000,0.0,Not asked (survey skip: screener employment <20),No,No,80.0,0.0,20.0,No,\N,No,No,No,\N,\N,Major obstacle,No obstacle,Moderate obstacle,Tax rates,Are estimates computed with some precision,6,0,0,No,\N,\N,66.7,2600000,55.4,\N,100000,0.0,Normal,<10 years,Missing
1614386,Northern,Small,12,1061,10,Manufacture of food products,2010,17,1.645,121000000,97640000,70.0,8,8,13420000,57900000,545000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,20.0,No,\N,No,No,Yes,7.0,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,14,0,7,No,23.9,11.3,0.0,15125000,11.1,47.9,68125000,0.0,Normal,10-19 years,Middle
1614394,Central,Large,180,2410,24,Manufacture of basic metals,1964,30,1.575,311849205000,297796133000,50.0,180,150,11370810000,26410481500,70000000000,5.0,Yes,No,No,100.0,0.0,0.0,Yes,1000000000,No,No,Yes,30.0,No obstacle,No obstacle,No obstacle,Very severe obstacle,Tax administration,Are taken directly from establishment records,60,1000000000,30,Yes,4.7,2.3,20.0,1732495583,3.6,8.5,388888889,0.3,Review,30+ years,Low Growth
1614398,Western,Medium,10,1079,10,Manufacture of food products,2019,10,1.650,24000000,21000000,30.0,2,2,15600000,5000000,1200000,0.0,Not asked (survey skip: screener employment <20),No,No,10.0,0.0,0.0,Yes,3000000,No,No,Yes,8.0,Moderate obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Access to land,Are estimates computed with some precision,5,3000000,8,No,14.3,6.9,0.0,12000000,65.0,20.8,600000,12.5,Normal,<10 years,Middle
1614399,Central,Large,122,1394,13,Manufacture of textiles,1963,20,1.575,11000000000,10000000000,40.0,120,160,800000000,7000000000,300000000,15.0,Yes,Yes,No,20.0,40.0,40.0,No,\N,Yes,No,No,\N,No obstacle,Minor obstacle,No obstacle,Minor obstacle,"Crime, theft and disorder",Are taken directly from establishment records,61,0,0,Yes,10.0,4.9,-25.0,91666667,7.3,63.6,2500000,0.0,Review,30+ years,Middle
1614402,Central,Small,12,1080,10,Manufacture of food products,2000,13,30.086,68000000,35000000,90.0,12,6,25000000,40000000,80000000,0.0,Not asked (survey skip: screener employment <20),No,No,50.0,0.0,50.0,No,\N,No,No,Yes,2.0,Moderate obstacle,No obstacle,No obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,24,0,2,No,94.3,39.4,100.0,5666667,36.8,58.8,6666667,0.0,Normal,20-29 years,High Growth
1614403,Central,Large,12,1920,19,Manufacture of coke and refined petroleum products,2005,15,1.575,70000000,50000000,100.0,12,5,28000000,45000000,50000000,0.0,Not asked (survey skip: screener employment <20),No,No,50.0,0.0,40.0,No,\N,No,No,Yes,2.0,No obstacle,No obstacle,Minor obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,19,0,2,No,40.0,18.3,140.0,5833333,40.0,64.3,4166667,0.0,Normal,10-19 years,Middle
1614406,Western,Large,1242,1079,10,Manufacture of food products,1960,6,1.309,27000000000,27180000000,77.0,1384,1711,2988000000,15628496000,50000000000,99.0,Yes,No,No,100.0,0.0,0.0,No,\N,No,No,Yes,4.0,Major obstacle,No obstacle,No obstacle,\N,Tax rates,Are in some case taken from books and in some case estimates,64,0,4,Yes,-0.7,-0.3,-19.1,19508671,11.1,57.9,36127168,0.0,Review,30+ years,Low Growth
1614408,Central,Large,325,2220,22,Manufacture of rubber and plastics products,1992,30,1.575,830000000000,900000000000,95.0,325,300,20400000000,500000000000,700000000000,50.0,Yes,Yes,Yes,70.0,10.0,20.0,No,\N,Yes,Yes,No,\N,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,32,0,0,Yes,-7.8,-4.0,8.3,2553846154,2.5,60.2,2153846154,0.0,Review,30+ years,Low Growth
1614427,Western,Medium,31,1061,10,Manufacture of food products,2005,20,2.620,371000000,300000000,90.0,25,25,167400000,131000000,400000000,0.0,Yes,No,No,60.0,0.0,20.0,No,\N,No,No,Yes,3.0,Major obstacle,Moderate obstacle,No obstacle,Minor obstacle,Electricity,Are taken directly from establishment records,19,0,3,No,23.7,11.2,0.0,14840000,45.1,35.3,16000000,0.0,Normal,10-19 years,Middle
1614428,Central,Small,120,2022,20,Manufacture of chemicals and chemical products,1980,12,157.867,43673000000,36000000000,95.0,120,100,1100000000,\N,5000000000,40.0,Yes,Yes,No,60.0,0.0,40.0,No,\N,No,No,Yes,4.0,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Practices of competitors in the informal sector,Are estimates computed with some precision,44,0,4,Yes,21.3,10.1,20.0,363941667,2.5,\N,41666667,0.0,Review,30+ years,Middle
1614432,Northern,Small,6,1061,10,Manufacture of food products,2010,16,1.645,38300000,35740000,70.0,3,3,5100000,11000000,89400000,0.0,Not asked (survey skip: screener employment <20),No,No,90.0,0.0,0.0,No,\N,No,No,Yes,6.0,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are estimates computed with some precision,14,0,6,No,7.2,3.5,0.0,12766667,13.3,28.7,29800000,0.0,Normal,10-19 years,Low Growth
1614441,Northern,Small,22,1061,10,Manufacture of food products,2005,20,1.645,1000000000,800000000,65.0,22,22,80000000,30000000,2000000000,0.0,No,No,No,90.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,Tax rates,Are in some case taken from books and in some case estimates,19,0,0,No,25.0,11.8,0.0,45454545,8.0,3.0,90909091,0.0,Normal,10-19 years,Middle
1614444,Central,Small,6,1410,14,Manufacture of wearing apparel,2016,1,259.947,30000000,15000000,60.0,3,2,12000000,2500000,40000000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,8,0,0,No,100.0,41.4,50.0,10000000,40.0,8.3,13333333,0.0,Normal,<10 years,High Growth
1614446,Western,Medium,152,1079,10,Manufacture of food products,2011,60,1.650,3660000000,13000000000,20.0,45,54,800000000,700000000,4500000000,0.0,No,No,Yes,0.0,30.0,0.0,No,\N,Yes,No,Yes,8.0,Major obstacle,Major obstacle,Minor obstacle,Moderate obstacle,Tax rates,Are in some case taken from books and in some case estimates,13,0,8,No,-71.8,-46.9,-16.7,81333333,21.9,19.1,100000000,0.0,Normal,10-19 years,Low Growth
1614447,Eastern,Medium,12,1061,10,Manufacture of food products,2014,11,1.610,120000000,100000000,90.0,12,20,18000000,40000000,170000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,20.0,0.0,No,\N,No,Yes,Yes,10.0,Very severe obstacle,Major obstacle,Very severe obstacle,Moderate obstacle,Electricity,Are taken directly from establishment records,10,0,10,No,20.0,9.5,-40.0,10000000,15.0,33.3,14166667,0.0,Normal,10-19 years,Middle
1614451,Northern,Small,7,2511,25,Manufacture of fabricated metal products,2011,17,43.730,50330000,43180000,45.0,4,4,7420000,10210000,163470000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,0.0,20.0,No,\N,No,No,Yes,8.0,Major obstacle,Minor obstacle,No obstacle,Minor obstacle,Electricity,Are estimates computed with some precision,13,0,8,No,16.6,8.0,0.0,12582500,14.7,20.3,40867500,0.0,Normal,10-19 years,Middle
1614452,Central,Large,500,2821,28,Manufacture of machinery and equipment n.e.c.,1983,30,1.575,400000000000,300000000000,45.0,400,100,10000000000,12000000000,15000000000,0.0,No,No,No,100.0,0.0,0.0,No,\N,\N,No,No,\N,No obstacle,No obstacle,Minor obstacle,No obstacle,Tax administration,Are estimates computed with some precision,41,0,0,No,33.3,15.5,300.0,1000000000,2.5,3.0,37500000,0.0,Review,30+ years,Middle
1614456,Eastern,Medium,8,2511,25,Manufacture of fabricated metal products,2016,10,1.664,74700000,51260000,30.0,4,4,10200000,15000000,182000000,0.0,Not asked (survey skip: screener employment <20),No,No,90.0,0.0,0.0,No,\N,No,Yes,Yes,5.0,Moderate obstacle,Very severe obstacle,No obstacle,No obstacle,Access to finance,Are estimates computed with some precision,8,0,5,No,45.7,20.7,0.0,18675000,13.7,20.1,45500000,0.0,Normal,<10 years,Middle
1614457,Central,Large,100,1104,11,Manufacture of beverages,1950,30,1.575,15000000000,10000000000,100.0,100,40,500000000,800000000,20000000000,0.0,Yes,No,No,50.0,0.0,50.0,No,\N,No,No,No,\N,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,74,0,0,No,50.0,22.5,150.0,150000000,3.3,5.3,200000000,0.0,Review,30+ years,Middle
1614460,Western,Medium,5,3100,31,Manufacture of furniture,2023,4,22.385,\N,\N,3.0,3,\N,\N,\N,\N,0.0,Not asked (survey skip: screener employment <20),No,No,30.0,0.0,70.0,No,\N,No,No,No,\N,Major obstacle,Major obstacle,Major obstacle,Major obstacle,Access to finance,Are estimates computed with some precision,1,0,0,No,\N,\N,\N,\N,\N,\N,\N,0.0,Normal,<10 years,Missing
1614461,Central,Large,250,3100,31,Manufacture of furniture,2001,20,1.575,259000000000,\N,100.0,250,160,2400000000,68000000000,\N,13.0,Yes,No,No,90.0,0.0,0.0,No,\N,No,No,Yes,6.0,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,23,0,6,Yes,\N,\N,56.3,1036000000,0.9,26.3,\N,0.0,Review,20-29 years,Missing
1614469,Central,Large,800,2394,23,Manufacture of other non-metallic mineral products,1994,28,1.575,25000000000,15000000000,99.0,52,25,2000000000,15000000000,18000000000,50.0,Yes,Yes,No,70.0,0.0,10.0,No,\N,No,No,No,\N,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,30,0,0,Yes,66.7,29.1,108.0,480769231,8.0,60.0,346153846,0.0,Review,30+ years,High Growth
1614470,Northern,Medium,15,1102,11,Manufacture of beverages,2016,9,2.643,\N,\N,\N,10,9,\N,\N,92340000,0.0,Not asked (survey skip: screener employment <20),Yes,Yes,90.0,0.0,0.0,No,\N,No,No,Yes,8.0,Major obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Tax rates,Are estimates computed with some precision,8,0,8,No,\N,\N,11.1,\N,\N,\N,9234000,0.0,Normal,<10 years,Missing
1614471,Central,Large,800,2410,24,Manufacture of basic metals,2001,30,1.575,2000000000,900000000,100.0,85,40,700000000,1000000000,8000000000,25.0,Yes,Yes,No,60.0,5.0,20.0,Yes,600000000,No,Yes,Yes,2.0,No obstacle,No obstacle,No obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,23,600000000,2,Yes,122.2,49.1,112.5,23529412,35.0,50.0,94117647,30.0,Normal,20-29 years,High Growth
1614472,Central,Small,20,1061,10,Manufacture of food products,2017,18,30.086,80000000,50000000,50.0,13,10,7200000,30000000,120000000,0.0,Yes,Yes,Yes,0.0,0.0,100.0,Yes,5000000,No,No,No,\N,Minor obstacle,Major obstacle,No obstacle,Major obstacle,Access to finance,Are estimates computed with some precision,7,5000000,0,No,60.0,26.5,30.0,6153846,9.0,37.5,9230769,6.3,Normal,<10 years,Middle
1614474,Western,Medium,40,1061,10,Manufacture of food products,1997,6,1.650,\N,\N,3.0,6,6,\N,\N,\N,0.0,Yes,No,No,80.0,20.0,0.0,No,\N,No,Yes,Yes,6.0,Major obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Electricity,Are arbitrary and unreliable numbers,27,0,6,No,\N,\N,0.0,\N,\N,\N,\N,0.0,Normal,20-29 years,Missing
1614477,Western,Medium,5,1079,10,Manufacture of food products,2005,4,1.650,180000000,\N,82.0,5,5,20000000,\N,50000000,0.0,Not asked (survey skip: screener employment <20),No,No,100.0,0.0,0.0,No,\N,No,No,No,\N,Minor obstacle,No obstacle,No obstacle,\N,Electricity,Are estimates computed with some precision,19,0,0,No,\N,\N,0.0,36000000,11.1,\N,10000000,0.0,Normal,10-19 years,Missing
1614480,Eastern,Medium,130,1200,12,Manufacture of tobacco products,2010,30,1.664,4000000000,3700000000,65.0,130,100,500000000,3000000000,300000000,96.0,Yes,No,No,100.0,0.0,0.0,No,\N,No,No,Yes,12.0,Moderate obstacle,Moderate obstacle,No obstacle,Minor obstacle,Electricity,Are in some case taken from books and in some case estimates,14,0,12,Yes,8.1,4.0,30.0,30769231,12.5,75.0,2307692,0.0,Normal,10-19 years,Low Growth
1614485,Central,Large,1000,1104,11,Manufacture of beverages,1886,10,1.575,\N,\N,\N,1000,1000,\N,\N,80000000000,0.0,Yes,No,No,100.0,0.0,0.0,Yes,100000000,No,No,Yes,2.0,Very severe obstacle,No obstacle,No obstacle,Very severe obstacle,Practices of competitors in the informal sector,Are taken directly from establishment records,138,100000000,2,No,\N,\N,0.0,\N,\N,\N,80000000,\N,Normal,30+ years,Missing
1614493,Northern,Small,10,1071,10,Manufacture of food products,2020,10,1.645,7200000,4200000,2.0,5,4,\N,5000000,36400000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,10.0,No,\N,No,No,No,\N,Major obstacle,Very severe obstacle,No obstacle,Very severe obstacle,Access to finance,Are estimates computed with some precision,4,0,0,No,71.4,30.9,25.0,1440000,\N,69.4,7280000,0.0,Normal,<10 years,High Growth
1614494,Eastern,Small,11,1061,10,Manufacture of food products,2010,15,7.895,500000000,450000000,95.0,10,9,59400000,60000000,80000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,10.0,No,\N,No,No,Yes,5.0,Major obstacle,Very severe obstacle,No obstacle,Minor obstacle,Access to finance,Are taken directly from establishment records,14,0,5,No,11.1,5.4,11.1,50000000,11.9,12.0,8000000,0.0,Normal,10-19 years,Middle
1614495,Central,Large,400,1071,10,Manufacture of food products,2010,10,1.569,50000000000,60000000000,80.0,150,90,1000000000,20000000000,50000000000,0.0,Yes,Yes,Yes,50.0,20.0,30.0,Yes,25000000,No,No,Yes,30.0,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Practices of competitors in the informal sector,Are taken directly from establishment records,14,25000000,30,No,-16.7,-8.7,66.7,333333333,2.0,40.0,333333333,0.1,Review,10-19 years,Low Growth
1614496,Eastern,Small,8,1071,10,Manufacture of food products,2016,9,7.895,38000000,32650000,50.0,5,5,15000000,10000000,18000000,0.0,Not asked (survey skip: screener employment <20),Yes,No,70.0,0.0,0.0,No,\N,No,No,Yes,4.0,Major obstacle,Major obstacle,No obstacle,Moderate obstacle,Access to finance,Are estimates computed with some precision,8,0,4,No,16.4,7.9,0.0,7600000,39.5,26.3,3600000,0.0,Normal,<10 years,Middle
1614501,Northern,Small,80,1040,10,Manufacture of food products,2011,4,1.645,400000000,300000000,80.0,80,60,150000000,100000000,800000000,0.0,Yes,No,No,60.0,0.0,30.0,No,\N,No,No,Yes,4.0,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,13,0,4,No,33.3,15.5,33.3,5000000,37.5,25.0,10000000,0.0,Normal,10-19 years,Middle
1614504,Northern,Small,15,1040,10,Manufacture of food products,2013,15,1.645,100000000,80000000,100.0,15,6,30000000,150000000,300000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,0.0,20.0,Yes,25000000,No,No,Yes,4.0,Moderate obstacle,Major obstacle,No obstacle,Very severe obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,11,25000000,4,No,25.0,11.8,150.0,6666667,30.0,150.0,20000000,25.0,Normal,10-19 years,Middle
1614507,Western,Medium,20,1071,10,Manufacture of food products,2021,10,1.650,444000000,180000000,50.0,13,13,15000000,360000000,45000000,0.0,Yes,Yes,Yes,50.0,0.0,30.0,No,\N,Yes,No,No,\N,Very severe obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,"Crime, theft and disorder",Are in some case taken from books and in some case estimates,3,0,0,No,146.7,57.1,0.0,34153846,3.4,81.1,3461538,0.0,Normal,<10 years,High Growth
1614513,Central,Small,6,1410,14,Manufacture of wearing apparel,2007,12,259.947,219000000,113000000,100.0,6,4,4000000,100000000,220000000,0.0,Not asked (survey skip: screener employment <20),No,No,20.0,80.0,0.0,No,\N,No,No,Yes,4.0,Major obstacle,Very severe obstacle,No obstacle,No obstacle,Access to finance,Are estimates computed with some precision,17,0,4,No,93.8,39.2,50.0,36500000,1.8,45.7,36666667,0.0,Normal,10-19 years,High Growth
1614518,Northern,Small,55,1071,10,Manufacture of food products,2014,15,1.645,3600000000,\N,3.0,6,4,144000000,2520000000,300000000,0.0,Yes,Yes,Yes,80.0,0.0,10.0,Yes,150000000,No,No,Yes,0.0,Major obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Transport,Are estimates computed with some precision,10,150000000,0,No,\N,\N,50.0,600000000,4.0,70.0,50000000,4.2,Normal,10-19 years,Missing
1614519,Eastern,Medium,6,2511,25,Manufacture of fabricated metal products,2005,30,1.664,15000000,12500000,75.0,3,3,7000000,9000000,4000000,0.0,Not asked (survey skip: screener employment <20),Yes,No,60.0,0.0,0.0,No,\N,No,No,Yes,12.0,Major obstacle,Very severe obstacle,No obstacle,Major obstacle,Access to finance,Are estimates computed with some precision,19,0,12,No,20.0,9.5,0.0,5000000,46.7,60.0,1333333,0.0,Normal,10-19 years,Middle
1614520,Central,Large,150,1071,10,Manufacture of food products,2012,20,1.569,800000000,150000000,100.0,150,40,400000000,150000000,150000000000,20.0,Yes,Yes,No,70.0,0.0,0.0,No,\N,No,No,Yes,4.0,No obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,12,0,4,Yes,433.3,130.9,275.0,5333333,50.0,18.8,1000000000,0.0,Normal,10-19 years,High Growth
1614522,Western,Large,364,1072,10,Manufacture of food products,2019,10,1.309,21000000000,18000000000,80.0,262,164,1824000000,\N,10000000000,20.0,Yes,Yes,No,60.0,0.0,0.0,Yes,\N,No,No,No,\N,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Are in some case taken from books and in some case estimates,5,0,0,Yes,16.7,8.0,59.8,80152672,8.7,\N,38167939,0.0,Review,<10 years,Middle
1614523,Eastern,Small,6,2511,25,Manufacture of fabricated metal products,2006,27,68.514,26000000,28000000,100.0,6,8,7200000,18000000,8000000,0.0,Not asked (survey skip: screener employment <20),No,No,80.0,0.0,0.0,No,\N,No,No,Yes,11.0,Major obstacle,Very severe obstacle,Minor obstacle,Major obstacle,Access to finance,Are in some case taken from books and in some case estimates,18,0,11,No,-7.1,-3.6,-25.0,4333333,27.7,69.2,1333333,0.0,Normal,10-19 years,Low Growth
1614524,Western,Medium,175,1061,10,Manufacture of food products,2013,\N,1.650,\N,\N,85.0,25,25,\N,\N,\N,15.0,Yes,No,No,\N,\N,\N,Yes,\N,Yes,Yes,Yes,\N,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,"Crime, theft and disorder",Are estimates computed with some precision,11,0,0,Yes,\N,\N,0.0,\N,\N,\N,\N,\N,Normal,10-19 years,Missing
1614525,Central,Large,350,2410,24,Manufacture of basic metals,2000,25,1.575,365000000000,255500000000,15.0,350,245,24000000000,350000000000,100000000000,15.0,Yes,No,No,80.0,0.0,0.0,No,\N,No,No,\N,\N,Very severe obstacle,No obstacle,Minor obstacle,Minor obstacle,Electricity,Are estimates computed with some precision,24,0,\N,Yes,42.9,19.5,42.9,1042857143,6.6,95.9,285714286,0.0,Review,20-29 years,Middle
1614527,Central,Large,200,2392,23,Manufacture of other non-metallic mineral products,2003,26,1.575,3000000000,2000000000,98.0,200,100,380000000,1800000000,7000000000,0.0,Yes,Yes,No,70.0,0.0,20.0,No,\N,No,No,Yes,6.0,No obstacle,Minor obstacle,No obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,21,0,6,No,50.0,22.5,100.0,15000000,12.7,60.0,35000000,0.0,Normal,20-29 years,Middle
1614531,Central,Small,15,1079,10,Manufacture of food products,1999,20,30.086,300000000,150000000,90.0,15,6,95000000,200000000,500000000,0.0,Not asked (survey skip: screener employment <20),No,No,60.0,0.0,40.0,No,\N,No,No,No,\N,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Tax rates,Are in some case taken from books and in some case estimates,25,0,0,No,100.0,41.4,150.0,20000000,31.7,66.7,33333333,0.0,Normal,20-29 years,High Growth
1614533,Western,Small,10,2511,25,Manufacture of fabricated metal products,2021,10,64.974,45000000,30000000,3.0,8,6,1000000,30000000,13500000,0.0,Not asked (survey skip: screener employment <20),Yes,Yes,40.0,20.0,40.0,Yes,19000000,Yes,Yes,Yes,12.0,Major obstacle,No obstacle,Major obstacle,Major obstacle,Access to land,Are estimates computed with some precision,3,19000000,12,No,50.0,22.5,33.3,5625000,2.2,66.7,1687500,42.2,Normal,<10 years,Middle
1614546,Central,Large,40,2029,20,Manufacture of chemicals and chemical products,2000,15,1.575,100000000,50000000,70.0,25,10,30000000,40000000,300000000,0.0,Yes,No,No,50.0,0.0,50.0,No,\N,No,No,No,\N,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Tax rates,Are in some case taken from books and in some case estimates,24,0,0,No,100.0,41.4,150.0,4000000,30.0,40.0,12000000,0.0,Normal,20-29 years,High Growth
1614558,Northern,Small,20,1061,10,Manufacture of food products,2011,10,1.645,25000000,26000000,100.0,5,5,12000000,20000000,10000000,0.0,Yes,No,No,100.0,0.0,0.0,No,\N,Yes,Yes,Yes,6.0,Very severe obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Electricity,Are in some case taken from books and in some case estimates,13,0,6,No,-3.8,-1.9,0.0,5000000,48.0,80.0,2000000,0.0,Normal,10-19 years,Low Growth
1614560,Central,Large,1000,2023,20,Manufacture of chemicals and chemical products,1997,30,1.751,7000000000,5000000000,40.0,450,350,2000000000,1000000000,2500000000,10.0,No,No,No,0.0,0.0,0.0,No,\N,No,No,No,\N,No obstacle,No obstacle,No obstacle,No obstacle,Political instability,Are estimates computed with some precision,27,0,0,Yes,40.0,18.3,28.6,15555556,28.6,14.3,5555556,0.0,Normal,20-29 years,Middle
1614561,Northern,Medium,15,1061,10,Manufacture of food products,2012,13,6.906,76300000,57120000,40.0,13,9,11000000,22450000,180000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,10.0,No,\N,No,No,Yes,5.0,Major obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Tax administration,Are estimates computed with some precision,12,0,5,No,33.6,15.6,44.4,5869231,14.4,29.4,13846154,0.0,Normal,10-19 years,Middle
1614563,Western,Large,200,2029,20,Manufacture of chemicals and chemical products,2006,19,1.262,5700000000,6700000000,50.0,115,95,400000000,2500000000,3500000000,0.0,Yes,No,No,100.0,0.0,0.0,No,\N,No,No,Yes,15.0,Very severe obstacle,No obstacle,No obstacle,\N,Electricity,Are taken directly from establishment records,18,0,15,No,-14.9,-7.8,21.1,49565217,7.0,43.9,30434783,0.0,Normal,10-19 years,Low Growth
1614565,Western,Medium,6,1061,10,Manufacture of food products,2006,30,1.650,\N,\N,30.0,5,5,12000000,60000000,180000000,0.0,Not asked (survey skip: screener employment <20),No,No,50.0,50.0,0.0,No,\N,Yes,Yes,Yes,0.0,Minor obstacle,Major obstacle,Minor obstacle,No obstacle,Tax rates,Are estimates computed with some precision,18,0,0,No,\N,\N,0.0,\N,\N,\N,36000000,0.0,Normal,10-19 years,Missing
1614566,Western,Small,8,3100,31,Manufacture of furniture,1990,35,64.974,55000000,\N,65.0,1,4,\N,\N,20000000,0.0,Not asked (survey skip: screener employment <20),No,No,20.0,60.0,20.0,No,\N,Yes,Yes,Yes,\N,Moderate obstacle,Major obstacle,Minor obstacle,Very severe obstacle,Tax administration,Are estimates computed with some precision,34,0,0,No,\N,\N,-75.0,55000000,\N,\N,20000000,0.0,Normal,30+ years,Missing
1614570,Central,Large,25,1079,10,Manufacture of food products,1996,20,1.569,100000000,40000000,80.0,25,10,25000000,30000000,80000000,80.0,Yes,No,No,60.0,0.0,30.0,No,\N,No,No,Yes,2.0,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Tax rates,Are in some case taken from books and in some case estimates,28,0,2,Yes,150.0,58.1,150.0,4000000,25.0,30.0,3200000,0.0,Normal,20-29 years,High Growth
1614575,Eastern,Medium,150,2392,23,Manufacture of other non-metallic mineral products,2010,30,1.664,400000000000,120000000000,100.0,150,150,10000000000,40000000000,800000000000,0.0,Yes,No,Yes,85.0,10.0,0.0,No,\N,Yes,Yes,Yes,6.0,No obstacle,Very severe obstacle,Moderate obstacle,Moderate obstacle,Access to finance,Are taken directly from establishment records,14,0,6,No,233.3,82.6,0.0,2666666667,2.5,10.0,5333333333,0.0,Review,10-19 years,High Growth
1614580,Eastern,Medium,9,2511,25,Manufacture of fabricated metal products,2011,14,1.664,255000000,200000000,80.0,7,7,27000000,50000000,70000000,0.0,Not asked (survey skip: screener employment <20),No,No,70.0,0.0,0.0,No,\N,No,No,Yes,2.0,Moderate obstacle,Major obstacle,Minor obstacle,Minor obstacle,Access to finance,Are taken directly from establishment records,13,0,2,No,27.5,12.9,0.0,36428571,10.6,19.6,10000000,0.0,Normal,10-19 years,Middle
